email,company,phone,permit_type,source
,BOLDTS PLUMBING & CONTRACTING,,PLUMBING PERMITS,newwest_permits
,"BOOTH, RONALD T",,BUILDING PERMITS,newwest_permits
,BOSA DEVELOPMENT,,BUILDING PERMITS,newwest_permits
,BOSCO PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,BOSS PLUMBING & HEATING,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,BOSTON CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,"BOTTIGLIERI, ASHLEY",,PLUMBING PERMITS,newwest_permits
,BOUNDARY BAY MECHANICAL,,PLUMBING PERMITS,newwest_permits
,BOVO DEVELOPMENT,,BUILDING PERMITS,newwest_permits
,BRAD DAIRON,,PLUMBING PERMITS,newwest_permits
,"BRAICH, JASSY S",,BUILDING PERMITS,newwest_permits
,BRAR PLUMBING & HEATING LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"BRAR, GURMIT",,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,"BRAR, HARJINDER",,PLUMBING PERMITS,newwest_permits
,"BRAR, JAS S",,PLUMBING PERMITS,newwest_permits
,"BRAR, JIMMY S",,PLUMBING PERMITS,newwest_permits
,BRIAN MUSSATO PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,BRIANS MUSSATO PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,BRIGHT SIGNS LTD.,,BUILDING PERMITS,newwest_permits
,BRO MARV PLUMBING AND DRAIN CLEANING LTD,,PLUMBING PERMITS,newwest_permits
,BRO-MARV PLUMBING & DRAIN CLEANING,,PLUMBING PERMITS,newwest_permits
,BROMAC MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,BROOKS VALLEY CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,"BROUGHTON, CHRIS",,PLUMBING PERMITS,newwest_permits
,"BROUGHTON, CHRISTOPHER",,PLUMBING PERMITS,newwest_permits
,BSR DEMOLITION & EXCAVATING LTD,,PLUMBING PERMITS,newwest_permits
,"BUCHANAN, SEAN",,PLUMBING PERMITS,newwest_permits
,BUDGET HOMES LTD,,BUILDING PERMITS,newwest_permits
,BUDGET SEWERS AND DRAINS LTD,,PLUMBING PERMITS,newwest_permits
,"BUDHIRAJA, RAJAT",,BUILDING PERMITS,newwest_permits
,BUILDWAY CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"BUONO, GIANNI",,BUILDING PERMITS,newwest_permits
,BUTTERSCOTCH HOLDINGS INC,,PLUMBING PERMITS,newwest_permits
,CALLEY MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,CAMBRIDGE PLUMBING SYSTEMS LTD.,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"CAMIRE, PATRICK T",,PLUMBING PERMITS,newwest_permits
,CAN-WEST DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,CANADA WEST DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,CANADA WEST PLUMBING & HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,CANADIAN TURNER CONSTRUCTION COMPANY LTD,,BUILDING PERMITS,newwest_permits
,CANDANE CONSTRUCTION SERVICES LTD.,,BUILDING PERMITS,newwest_permits
,CANDEN,,PLUMBING PERMITS,newwest_permits
,CANHWA SIGNS & AWNING MANUFACTURING LTD,,BUILDING PERMITS,newwest_permits
,CANLAND EXCAVATING LTD,,PLUMBING PERMITS,newwest_permits
,CANOE PASS MECHANICAL,,PLUMBING PERMITS,newwest_permits
,CANOVA MANAGEMENT INC,,BUILDING PERMITS,newwest_permits
,CANUCK SIGN INC,,BUILDING PERMITS,newwest_permits
,CAPE HILL HOMES INC,,BUILDING PERMITS,newwest_permits
,CAPITAL CONTRACTING,,BUILDING PERMITS,newwest_permits
,"CASPILLO, RENNIE",,PLUMBING PERMITS,newwest_permits
,CAVANAGH CONTRACTING INC.,,BUILDING PERMITS,newwest_permits
,CC COLUMBUS CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,CDC CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,CE MILES CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,CENNCO MANAGEMENT & CONSULTING LTD,,BUILDING PERMITS,newwest_permits
,CENTRE LINE FIRE SPRINKLERS LTD.,,PLUMBING PERMITS,newwest_permits
,CENTURION CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,CENTURY SIGN SYSTEMS LTD,,BUILDING PERMITS,newwest_permits
,"CERONE, BRANDON",,BUILDING PERMITS,newwest_permits
,CESAR AMURAO,,BUILDING PERMITS,newwest_permits
,"CHAHAL, DIL",,PLUMBING PERMITS,newwest_permits
,"CHAMBERS, ALEXANDER",,BUILDING PERMITS,newwest_permits
,CHAMPREET SINGH- DESTINY MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,CHELA EXCAVATION LTD,,PLUMBING PERMITS,newwest_permits
,CHELA TRANSPORT LTD,,PLUMBING PERMITS,newwest_permits
,"CHEN, DEBORAH",,BUILDING PERMITS,newwest_permits
,CHENGSHENG CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,"CHENOWETH, JOEL",,PLUMBING PERMITS,newwest_permits
,"CHEUNG, DUNG",,BUILDING PERMITS,newwest_permits
,"CHHINA, LAKHWINDER",,PLUMBING PERMITS,newwest_permits
,CHHINNMAA PLUMBING & HEATING SERVICES,,HYDRONIC HEATING; BUILDING PERMITS; PLUMBING PERMITS,newwest_permits
,"CHIDHA, ROHIT",,PLUMBING PERMITS,newwest_permits
,CHISELD HOMES,,BUILDING PERMITS,newwest_permits
,"CHO, KANG-HEE",,PLUMBING PERMITS,newwest_permits
,"CHODHA, ROHIT",,PLUMBING PERMITS,newwest_permits
,CHRISTOPHER'S FURNITURE SERVICES,,BUILDING PERMITS,newwest_permits
,CIMA CONSTRUCTION LTD,,PLUMBING PERMITS,newwest_permits
,"CINTORA GUERRERO, DANIEL",,PLUMBING PERMITS,newwest_permits
,CIRCA RESTORATIONS LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,CITADEL ROOF AND BUILDING,,BUILDING PERMITS,newwest_permits
,CITY & COUNTRY CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,CITY BLOCK HOLDINGS INC,,BUILDING PERMITS,newwest_permits
,CITYWIDE PLUMBING HEATING & DRAIN CLEANING LTD,,PLUMBING PERMITS,newwest_permits
,"CITYWIDE SUNDECKS, RAILINGS, EXTERIORS",,BUILDING PERMITS,newwest_permits
,CLARE CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,CLEARING PLUMBING AND DRAINAGE,,PLUMBING PERMITS,newwest_permits
,CLEARLY PLUMBING AND DRAINAGE LTD,,PLUMBING PERMITS,newwest_permits
,CLEARVIEW DEMOLITION LTD,,BUILDING PERMITS,newwest_permits
,"CLOUTIER, SAMUEL",,BUILDING PERMITS,newwest_permits
,CLOVER CONTRACTING,,BUILDING PERMITS,newwest_permits
,CMP ENTERPRISES LTD,,HYDRONIC HEATING,newwest_permits
,CMTC CONSTRUCTION INC.,,BUILDING PERMITS,newwest_permits
,CMV CONTRACTING,,BUILDING PERMITS,newwest_permits
,COAL PRINT & SIGNS,,BUILDING PERMITS,newwest_permits
,COAST MOUNTAIN BUS COMPANY,,PLUMBING PERMITS,newwest_permits
,COASTAL CONCEPTS LTD,,BUILDING PERMITS,newwest_permits
,COASTEL MOUNTAIN ELECTRICAL SYSTEM LTD,,BUILDING PERMITS,newwest_permits
,COASTLINE DRAINAGE,,PLUMBING PERMITS,newwest_permits
,COASTLINE SPRINKLERS,,PLUMBING PERMITS,newwest_permits
,COASTWOOD CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,COBAL INDUSTRIES LTD,,BUILDING PERMITS,newwest_permits
,COBBLETREE DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits
,COBING BUILDING SOLUTIONS INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,COBRA CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,COLORFUL WALLPAPER TDL HOMES LTD,,BUILDING PERMITS,newwest_permits
,COLTER DEVELOPMENTS JV LTD.,,BUILDING PERMITS,newwest_permits
,COLUMBUS CONSTRUCTION & RESTORATION,,BUILDING PERMITS,newwest_permits
,COMPANION CONSTRUCTION 2020 LTD,,BUILDING PERMITS,newwest_permits
,CONARMS HOLDINGS INC (RAJAT GULATI),,BUILDING PERMITS,newwest_permits
,CONCORD METAL,,BUILDING PERMITS,newwest_permits
,"CONG, HU",,PLUMBING PERMITS,newwest_permits
,CONOR WHYTE PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,CONSCIOUS CONTRACTING,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"CONVERY, AMANDA",,PLUMBING PERMITS,newwest_permits
,"COOPER, SARAH",,PLUMBING PERMITS,newwest_permits
,COPPER & CAST MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,COPPER MECHANICAL CONTRACTING LTD,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,COPPERLEAF DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits
,COSTAR CONSTRUCTION INC.,,BUILDING PERMITS,newwest_permits
,COSTELLO AND CO. PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,COUNTERPOINT PROJECTS INC,,BUILDING PERMITS,newwest_permits
,"COUSSEAU, EMILIE",,PLUMBING PERMITS,newwest_permits
,COVE MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,"COWAN, MARK",,PLUMBING PERMITS,newwest_permits
,"COYLE, RYAN",,PLUMBING PERMITS,newwest_permits
,CR SIGNS INC,,BUILDING PERMITS,newwest_permits
,"CRANDELL, JAMES L",,PLUMBING PERMITS,newwest_permits
,CREDTON CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,CRESCENT QUALITY HOMES,,BUILDING PERMITS,newwest_permits
,"CRESENT PLUMBING, HEATING AND DRAINAGE LTD",,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,CRESTLINE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,CRK PLUMBING,,PLUMBING PERMITS,newwest_permits
,CRK PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,CRONADA PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"CROWHURST, RYAN",,PLUMBING PERMITS,newwest_permits
,CST MECHANICAL LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,CURAFLO OF BC LTD,,PLUMBING PERMITS,newwest_permits
,"CUSHING, ZANE",,PLUMBING PERMITS,newwest_permits
,CWDI CONSTRUCTION & DESIGN,,BUILDING PERMITS,newwest_permits
,CYGNUS RENOVATIONS CORP,,BUILDING PERMITS,newwest_permits
,D + R FLOORING & RENOVATIONS,,BUILDING PERMITS,newwest_permits
,D'AMATO PLUMBING & HEATING,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"D'AMATO, LUIGI",,PLUMBING PERMITS,newwest_permits
,D-LUXE PUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"DA COSTA, ADRIAN",,PLUMBING PERMITS,newwest_permits
,DAELYN CONSTRUCTION LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,DAGG & CO.,,BUILDING PERMITS,newwest_permits
,"DAGOE, SEAN",,PLUMBING PERMITS,newwest_permits
,DALIP PLUMBING & HEATING LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"DALTON, MANDY A",,BUILDING PERMITS,newwest_permits
,DAN-EX CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,DANCO MECHANICAL,,PLUMBING PERMITS,newwest_permits
,DANIEL ROHLOFF,,BUILDING PERMITS,newwest_permits
,DARREN FLINTOFF,,PLUMBING PERMITS,newwest_permits
,DBD CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,DDP CIVIL WORKS LTD,,PLUMBING PERMITS,newwest_permits
,"DE ANGELIS, ANTONIETTA",,PLUMBING PERMITS,newwest_permits
,"DE ANGELIS, MARCO",,PLUMBING PERMITS,newwest_permits
,"DE JAMBLINNE DE MEUX, ALBERT G",,BUILDING PERMITS,newwest_permits
,"DEASY, SEAN",,PLUMBING PERMITS,newwest_permits
,"DEBEBE, NOAH",,PLUMBING PERMITS,newwest_permits
,DECENT FLOORS AND CONTRACTING,,BUILDING PERMITS,newwest_permits
,DECO ENTERPRISES LTD.,,BUILDING PERMITS,newwest_permits
,DEEPAK SAHASRABUDHE,,BUILDING PERMITS,newwest_permits
,DEEPK HAYRE,,PLUMBING PERMITS,newwest_permits
,DEGELDER CONSTRUCTION (2010) LTD,,BUILDING PERMITS,newwest_permits
,DELTA PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,DELTA PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,DENTE MECHANICAL,,PLUMBING PERMITS,newwest_permits
,DENTE PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,"DENTE, ANTONIO",,PLUMBING PERMITS,newwest_permits
,DENTON PROJETS INC.,,BUILDING PERMITS,newwest_permits
,"DEOL, TARLOCHAN S",,BUILDING PERMITS,newwest_permits
,DESTINY MECHANICAL LTD,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,DESTINY MECHANICALS LTD,,PLUMBING PERMITS,newwest_permits
,"DEVADAS, SHAWN",,PLUMBING PERMITS,newwest_permits
,DEVELOPMINT WEST PROPERTIES INC,,BUILDING PERMITS,newwest_permits
,DEVNOR DEVELOPMENTS LTD,,BUILDING PERMITS,newwest_permits
,"DHALIWAL, GURPINDER",,PLUMBING PERMITS,newwest_permits
,"DHALIWAL, HARPAL",,PLUMBING PERMITS,newwest_permits
,"DHALIWAL, RAVINDER",,PLUMBING PERMITS,newwest_permits
,"DHAMI, BIKRAM",,PLUMBING PERMITS,newwest_permits
,"DHAMI, DALJIT S",,BUILDING PERMITS,newwest_permits
,"DHAMI, RAVINDER",,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"DHANOA, APPREET",,PLUMBING PERMITS,newwest_permits
,"DHILLON, GURTEJ",,PLUMBING PERMITS,newwest_permits
,"DI PALMA, NICOLA",,PLUMBING PERMITS,newwest_permits
,DIVISION 15 MECHANICAL,,PLUMBING PERMITS,newwest_permits
,DIVISION 2 CONTRACTING LTD.,,BUILDING PERMITS,newwest_permits
,DIVISION 2 ENVIRONMENTAL LTD.,,BUILDING PERMITS,newwest_permits
,DLC PLUMBING & HEATING,,PLUMBING PERMITS,newwest_permits
,DLR CARPENTRY,,PLUMBING PERMITS,newwest_permits
,DMA CONSULTING & ENGINEERING INC,,BUILDING PERMITS,newwest_permits
,DMC CONTRACTING,,BUILDING PERMITS,newwest_permits
,DOCTOR PLUMBING AND HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,DOMUS PROJECTS LTD,,BUILDING PERMITS,newwest_permits
,DOMUS PROJECTS LTD. - RICHARD WITTSTOCK,,BUILDING PERMITS,newwest_permits
,"DONG, JEREMY P",,BUILDING PERMITS,newwest_permits
,DOOR TO DOOR CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,DOUGLAS COLLEGE,,BUILDING PERMITS,newwest_permits
,"DOWD, KIMBERLY",,BUILDING PERMITS,newwest_permits
,DR DRAIN MECHNICAL LTD.,,PLUMBING PERMITS,newwest_permits
,DRAINROCK INDUSTRIES,,PLUMBING PERMITS,newwest_permits
,DREAM PROJECT DESIGN AND DEVELOPERS LTD,,BUILDING PERMITS,newwest_permits
,DRYLAND EXCAVATING LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"DUCKLOW, BYRON",,PLUMBING PERMITS,newwest_permits
,"DUDKA, CHRIS",,PLUMBING PERMITS,newwest_permits
,"DUNSFORD, DANIEL",,PLUMBING PERMITS,newwest_permits
,"DUPRE, VITOR",,PLUMBING PERMITS,newwest_permits
,DURA PROPERTY SOLUTIONS,,BUILDING PERMITS,newwest_permits
,DURIC DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,DURIC DEVELOPMENTS,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,DUVAL CONSULTING INC.,,BUILDING PERMITS,newwest_permits
,DW CONTRACTING,,BUILDING PERMITS,newwest_permits
,E2L CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,EAST COLUMBIA STREET LIMITED PARTERSHIP,,BUILDING PERMITS,newwest_permits
,EASYWAY PLUMBING & HEATING,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,EASYWAY PLUMBING AND HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,"ECHEVERRY RESTREPO, JUAN DIEGO",,BUILDING PERMITS,newwest_permits
,ECO-LIVING DEVELOPMENTS LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,ECOFIRE SPRINKLERS LTD,,PLUMBING PERMITS,newwest_permits
,ECONOWISER,,BUILDING PERMITS,newwest_permits
,EDELWEST HOLDINGS INC,,BUILDING PERMITS,newwest_permits
,EDGE CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,EDSO CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,EDUARDO CAMPUS,,BUILDING PERMITS,newwest_permits
,EEC INDUSTRIES LTD.,,BUILDING PERMITS,newwest_permits
,EGGERT PROJECTS LTD,,BUILDING PERMITS,newwest_permits
,EL SHADDAI CONSTRUCTION & MANAGEMENT LTD,,BUILDING PERMITS,newwest_permits
,EL SHADDAY CONSTRUCTION MANAGEMENT,,BUILDING PERMITS,newwest_permits
,ELITE SPINKLER SYSTEMS,,PLUMBING PERMITS,newwest_permits
,ELLISDON CORPORATION,,BUILDING PERMITS,newwest_permits
,ELLISDON DESIGN BUILD INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,EMMASSA HOME SOLUTIONS LTD,,BUILDING PERMITS,newwest_permits
,ENCORE PROJECTS,,BUILDING PERMITS,newwest_permits
,ENERSOLV DESIGN & BUILD LTD.,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"ERASLAN, MEHMET",,PLUMBING PERMITS,newwest_permits
,ERIN WILLIAMS,,BUILDING PERMITS,newwest_permits
,EUROPEAN STYLE HOMES LTD.,,BUILDING PERMITS,newwest_permits
,EVOLO RESTORATION LTD,,BUILDING PERMITS,newwest_permits
,EVOLUTION FIRE SUPPRESSION LTD,,PLUMBING PERMITS,newwest_permits
,EVRA CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,EVRIS CONSTRUCTIONS,,BUILDING PERMITS,newwest_permits
,"EWERT, DYLAN",,PLUMBING PERMITS,newwest_permits
,EXCEL RESTORATION,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,EXCELLENCE EXCAVATING LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,EZAID PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"F, ADRIENNE",,PLUMBING PERMITS,newwest_permits
,FABSIGN LTD.,,BUILDING PERMITS,newwest_permits
,FACTORY EDGE CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"FADAEI, MOEIN",,PLUMBING PERMITS,newwest_permits
,FAIR TRADE WORKS,,BUILDING PERMITS,newwest_permits
,FAIRWAY RECYCLE GROUP INC,,BUILDING PERMITS,newwest_permits
,"FAIZI, KEVIN",,PLUMBING PERMITS,newwest_permits
,FANGXIN PLUMBING LTD,,PLUMBING PERMITS,newwest_permits
,"FAQIRI, FAIAZ AHMAD",,BUILDING PERMITS,newwest_permits
,"FARZADY, BAHRAM",,PLUMBING PERMITS,newwest_permits
,FASERIT CONSTRUCTION INC,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,FAST SIGNS,,BUILDING PERMITS,newwest_permits
,FASTSIGNS COQUITLAM,,BUILDING PERMITS,newwest_permits
,FATGUY SERVICES INC,,PLUMBING PERMITS,newwest_permits
,FAW BUILDING & CONSTRUCTION CORP,,PLUMBING PERMITS,newwest_permits
,FAWS BUILDING & CONSTRUCTION CORP.,,BUILDING PERMITS,newwest_permits
,FEARNS AND ANDERSON GENERAL CONTRACTING,,BUILDING PERMITS,newwest_permits
,"FEDELE, STEVE FEDELE",,PLUMBING PERMITS,newwest_permits
,FELI PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"FERLAND, KRIS",,PLUMBING PERMITS,newwest_permits
,"FERNANDEZ, ALEJANDRO",,PLUMBING PERMITS,newwest_permits
,"FERRARI, GIO",,PLUMBING PERMITS,newwest_permits
,"FERRARI, GIORDANO",,PLUMBING PERMITS,newwest_permits
,FIFTH ELEMENT CONSTRUCTION & RENOVATIONS LTD,,BUILDING PERMITS,newwest_permits
,FIMAC CONTRACTING LTD,,PLUMBING PERMITS,newwest_permits
,FINA ELECTRICAL SYSTEMS LTD,,BUILDING PERMITS,newwest_permits
,FINEST PLUMBING & HEATING LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,"FINKBEINER, JAMIE",,PLUMBING PERMITS,newwest_permits
,FINLINK CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,FINNISH BUILDERS INC.,,BUILDING PERMITS,newwest_permits
,FIRE BUSTERS INC,,PLUMBING PERMITS,newwest_permits
,FIRMSTONE CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,FIRST CORNERSTONE,,BUILDING PERMITS,newwest_permits
,FIRSTONSITE RESTORATION - SURREY,,BUILDING PERMITS,newwest_permits
,FIVE STAR BATH SOLUTIONS OF VANCOUVER LTD,,BUILDING PERMITS,newwest_permits
,FIVE STAR PERMITS,,BUILDING PERMITS,newwest_permits
,FIVE WATER PLUMBING AND HEATING LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,FIXRIGHT CONSTRUCTION LTD.,,BUILDING PERMITS,newwest_permits
,FKF PLUMBING & HEATING LTD,,HYDRONIC HEATING,newwest_permits
,FKF PLUMBING + HEATING LTD.,,PLUMBING PERMITS,newwest_permits
,FLEETWOOD PLUMBING & HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"FLORES, WINNIE",,PLUMBING PERMITS,newwest_permits
,FOCUS CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,FOCUS MECHANICAL LTD,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,FONTAINE CONTRACTING,,PLUMBING PERMITS,newwest_permits
,FORBES MECHNICAL LTD.,,PLUMBING PERMITS,newwest_permits
,FORSBERG PLUMBING AND HEATING LTD,,PLUMBING PERMITS,newwest_permits
,"FORSBERG, VINCENT",,PLUMBING PERMITS,newwest_permits
,"FORSYTHE, CAROLE J",,BUILDING PERMITS,newwest_permits
,FORT MODULAR INC,,BUILDING PERMITS,newwest_permits
,"FORTIER, MYLENE",,PLUMBING PERMITS,newwest_permits
,FORTRESS RETAINING WALLS AND LANDSCAPES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"FOX, WARREN F",,BUILDING PERMITS,newwest_permits
,FRANCISC VARGA,,BUILDING PERMITS,newwest_permits
,FRANK CENTANNI FINISHING,,BUILDING PERMITS,newwest_permits
,FRASER RIVER PILE & DREDGE LTD,,BUILDING PERMITS,newwest_permits
,FRED WELSH LTD,,PLUMBING PERMITS,newwest_permits
,FRESHCO RETAIL MAINTENANCE,,BUILDING PERMITS,newwest_permits
,FRICIA CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,"FRIEND, PETER",,BUILDING PERMITS,newwest_permits
,FRIESEN HOLDINGS,,BUILDING PERMITS,newwest_permits
,FRIESEN MECHANICAL,,PLUMBING PERMITS,newwest_permits
,FROUDE MANAGEMENT INC.,,BUILDING PERMITS,newwest_permits
,FS PLUMBING,,PLUMBING PERMITS,newwest_permits
,FUHRMANN CONSTRUCTION GROUP INC,,BUILDING PERMITS,newwest_permits
,"FUNSTON, AARON",,PLUMBING PERMITS,newwest_permits
,G & D HAYER PLUMBING LTD.,,PLUMBING PERMITS,newwest_permits
,G & J MECHANICAL LTD,,PLUMBING PERMITS; BUILDING PERMITS; HYDRONIC HEATING,newwest_permits
,G & K EXCAVATION & DEMO SERVICES,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,G & K EXCAVATION AND DEMOLITION SERVICES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,G MATRIX DEVELOPMENTS,,BUILDING PERMITS,newwest_permits
,G ROSSI PLUMBING,,PLUMBING PERMITS,newwest_permits
,G&J MECHANICAL LTD.,,PLUMBING PERMITS; HYDRONIC HEATING,newwest_permits
,G&K EXCAVATING & DEMOLITION SERVICES LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,G&K EXCAVATING DEMOLITION SERVICES LTD,,PLUMBING PERMITS,newwest_permits
,G&S CONSTRUCTION LTD,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,G. WILSON CONSTRUCTION CO. LTD,,BUILDING PERMITS,newwest_permits
,G2 MECHANICAL LTD,,PLUMBING PERMITS,newwest_permits
,GAHEER BROS MECHANICAL LTD,,HYDRONIC HEATING; PLUMBING PERMITS,newwest_permits
,GAIJO DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,"GANDHAL, BALRAJ",,BUILDING PERMITS,newwest_permits
,"GANDHAM, NARINDERJIT",,BUILDING PERMITS,newwest_permits
,GENERAL PIPEWORKS CO,,PLUMBING PERMITS,newwest_permits
,GENERAL SPRINKLER SYSTEMS LTD.,,PLUMBING PERMITS,newwest_permits
,GEOFORCE ENERGY CORP,,HYDRONIC HEATING,newwest_permits
,"GHAI, SANJEEV",,PLUMBING PERMITS,newwest_permits
,"GHANEISHEIKHKOLAEI, ALI AG",,BUILDING PERMITS,newwest_permits
,GHS CUSTOM HOMES,,BUILDING PERMITS,newwest_permits
,GIBRALTAR HOLDING LTD,,BUILDING PERMITS,newwest_permits
,GIBRALTAR HOLDINGS LTD,,BUILDING PERMITS,newwest_permits
,GILL'S CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,"GILL, CHARANDEEP P&M",,PLUMBING PERMITS,newwest_permits
,"GILL, HARDEEP",,BUILDING PERMITS,newwest_permits
,"GILL, PARDEEP S",,BUILDING PERMITS,newwest_permits
,"GILL, RAJ",,BUILDING PERMITS,newwest_permits
,"GILL, RAMANDEEP S",,PLUMBING PERMITS,newwest_permits
,"GILL, SATBIR",,BUILDING PERMITS,newwest_permits
,"GILMORE, KEVIN W",,BUILDING PERMITS,newwest_permits
,GIOMAR CONTRACTING,,PLUMBING PERMITS; BUILDING PERMITS,newwest_permits
,"GIRDHAR, GAURAV",,BUILDING PERMITS,newwest_permits
,GISBORNE INDUSTRIAL CONSTRUCTION LTD.,,PLUMBING PERMITS,newwest_permits
,GIVA CONSTRUCTION INC,,BUILDING PERMITS,newwest_permits
,GKL MAINTENANCE INC.,,BUILDING PERMITS,newwest_permits
,GLEN MOUNTAIN DEVELOPMENT LTD,,BUILDING PERMITS,newwest_permits
,GMR CONSTRUCTION,,BUILDING PERMITS,newwest_permits
,GNA CONTRACTING LTD.,,PLUMBING PERMITS,newwest_permits
,GNK CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,GNT CONSTRUCTION LTD,,BUILDING PERMITS,newwest_permits
,GO HUB BUILDERS INC.,,BUILDING PERMITS,newwest_permits
,GOCAN CONTRACTING LTD,,BUILDING PERMITS,newwest_permits
,GOGO EXCAVATING & CONTRACTING LTD.,,PLUMBING PERMITS,newwest_permits
,GOLD LINK HOMES LTD,,BUILDING PERMITS,newwest_permits
,"GOLITY, SLAVKO",,BUILDING PERMITS,newwest_permits
