company_name,email,phone,trade,city,license_number,source,website,address,province,rating
AFC  Construction,,(250) 897-1789,General Contractor,North Island,,VICA,http://www.afcconstruction.com/,"111 - 2459 Cousins Avenue, Courtenay, BC V9N 3N6",BC,
Agius Builders Ltd.,,(250) 334-3061,General Contractor,South Island,,VICA,https://www.agiusbuilders.ca/,"612 - 3030 Kilpatrick Avenue, Courtenay, BC V9N 8P1",BC,
Aiyarise Intelligence Inc,,(250) 880-9049,Associate,Mid Island,,VICA,https://aiyarise.com/,"179 McKinstry Place, Duncan, BC V9L 4Y4",BC,
Alliance Engineering Works (1985) Ltd.,,(250) 544-2020,Trade Contractor,South Island,,VICA,http://alliance-works.com/,"6793 Kirkpatrick Crescent, Saanichton, BC V8M 1Z8",BC,
Allied Glass & Aluminum Products (2007) Ltd.,,(250) 388-5108,Trade Contractor,South Island,,VICA,https://www.alliedglass.ca/,"561 David St., Victoria, BC V8T 2C7",BC,
Alliston Interiors Ltd.,,(250) 812-9012,Trade Contractor,Mid Island,,VICA,http://allistoninteriors.com/,"#201 - 9780 Second Street, Sidney, BC V8L 3Y8",BC,
Allterra Construction Ltd.,,(250) 658-3772,Civil Contractor,South Island,,VICA,https://www.allterra.ca/,"110 - 967 Whirlaway Crescent, Langford, BC V9B 0Y1",BC,
Alpha Roofing & Cladding Inc.,,(250) 544-0169,Trade Contractor,South Island,,VICA,https://alpharoofing.ca/,"2 - 6654 Butler Crescent, Saanichton, BC V8M 2G8",BC,
Alpine Insulation Ltd.,,(250) 384-0985,Trade Contractor,South Island,,VICA,http://www.alpineinsulation.ca/,"759 - D Vanalman Ave, Victoria, BC V8Z 3B8",BC,
AME Group,,(250) 382-5999,Professional,North Island,,VICA,https://amegroup.ca,"912 - 1175 Douglas St., Victoria, BC V8W 2E1",BC,
Amrize Canada Inc.,,(250) 754-2195,Civil Contractor,Mid Island,,VICA,https://maps.google.ca/?q=Amrize+Canada+Inc.%0A61+Nanaimo+River+Rd.%0ANanaimo%2C+BC+V9X+1S5%0ACanada,"61 Nanaimo River Rd., Nanaimo, BC V9X 1S5",BC,
Ankora Van Isle Retaining Wall Ltd.,,(250) 380-8141,Trade Contractor,North Island,,VICA,https://ankorawall.ca/,"#106 - 1039 Langford Parkway, Victoria, BC V9B 1A5",BC,
Apex Steel & Gas Ltd.,,(250) 386-2929,Trade Contractor,South Island,,VICA,http://www.apexsteel.ca/,"534 David St, Victoria, BC V8T 2C8",BC,
Aplin & Martin Consultants Ltd.,,(778) 841-0484,Professional - Industry,North Island,,VICA,https://www.aplinmartin.com/,"#104 - 6596 Applecross Road, Nanaimo, BC V9V 0A4",BC,
Aral Construction,,(250) 384-1425,General Contractor,South Island,,VICA,https://maps.google.ca/?q=Aral+Construction%0A106+-+455+Banga+Place%0AVictoria%2C+BC+V8Z+6X5%0ACanada,"106 - 455 Banga Place, Victoria, BC V8Z 6X5",BC,
Architrave Design Build,,(250) 247-8796,Professional,Mid Island,,VICA,https://www.architrave.ca/,"PO Box 341, 510 North Road,, Gabriola, BC V0R 1X0",BC,
Armac Construction Group Ltd.,,(250) 508-6960,General Contractor,South Island,,VICA,https://maps.google.ca/?q=Armac+Construction+Group+Ltd.%0A715+Larkhall+Road%0AVictoria%2C+BC+V9B+3B8%0ACanada,"715 Larkhall Road, Victoria, BC V9B 3B8",BC,
ARRM Electric Ltd.,,(250) 381-0024,Trade Contractor,South Island,,VICA,https://arrmelectric.com/,"477 John Street, Victoria, BC V8T 5H1",BC,
Associated Sheet Metal Products Ltd.,,(250) 652-6628,Trade Contractor,South Island,,VICA,https://associatedsheetmetal.com/,"6820 Kirkpatrick Cresent, Saanichton, BC V8M 1Z9",BC,
Athecon Projects Inc.,,(250) 732-5599,Trade Contractor,Mid Island,,VICA,https://www.athecon.com/,"2603 Old Nanaimo Highway, Port Alberni, BC V9Y 8P8",BC,
Atlas Building Systems & Coastal Windows and Doors,,(250) 754-1400,Manufacturer & Supplier,North Island,,VICA,https://atlasbuildingsystems.ca/,"2005 Boxwood Road, Nanaimo, BC V9S 5X9",BC,
Aurora Roofing Ltd.,,(250) 248-2202,Trade Contractor,Mid Island,,VICA,https://maps.google.ca/?q=Aurora+Roofing+Ltd.%0ABox+70%2C+1850+Alberni+Hwy%0ACoombs%2C+BC+V0R+1M0%0ACanada,"Box 70, 1850 Alberni Hwy, Coombs, BC V0R 1M0",BC,
Avalon Mechanical Consultants Ltd.,,(250) 384-4128,Professional,North Island,,VICA,https://avalonmechanical.com/,"300 - 1245 Esquimalt Road, Victoria, BC V9A 3P2",BC,
Axis Shoring & Drilling Ltd.,,(250) 415-5537,Civil Contractor,North Island,,VICA,https://axissd.com/,"4098 Lochside Drive, Victoria, BC V8X 2C8",BC,
Banyan Group of Companies Ltd.,,(778) 817-0460,Construction Manager,South Island,,VICA,https://banyangroup.ca/,"107 - 401 Garbally Road, Victoria, BC V8T 5M3",BC,
BC Infrastructure Benefits,,(236) 788-4181,Public Owner Agency,North Island,,VICA,https://bcib.ca,"#1050 - 89 West Georgia Street, Vancouver, BC V6B 0N8",BC,
BC Transit,,(250) 385-2551,Public Owner Agency,South Island,,VICA,https://bctransit.com,"520 Gorge Road East, PO Box 610, Victoria, BC V8W 2P3",BC,
BCCA,,(250) 475-1077,General Contractor,South Island,,VICA,https://maps.google.ca/?q=BCCA%0A203+-+3531+Uptown+Blvd%0AVictoria%2C+BC+V9Z+0B9%0ACanada,"203 - 3531 Uptown Blvd, Victoria, BC V9Z 0B9",BC,
Beacon Construction Consultants Inc.,,(250) 385-7899,Professional,South Island,,VICA,http://beaconconsultants.ca/,"1 - 3471 Short Street, Victoria, BC V8X 2V6",BC,
Belltech Electric,,(250) 360-2233,Trade Contractor,South Island,,VICA,http://www.belltech.ca/,"1092 Cloverdale Ave, Victoria, BC V8X 2T9",BC,
Benton & Overbury Ltd.,,(250) 474-1251,Trade Contractor,South Island,,VICA,https://bentonoverbury.com/,"419 Russell Street, Victoria, BC V9A 3X4",BC,
Beyond Flooring,,(855) 285-0226,Trade Contractor,North Island,,VICA,https://beyond-flooring.ca/,"2030 Boxwood Road, Nanaimo, BC V9S 5W7",BC,
Biamar Building Systems,,(250) 386-1973,General Contractor,South Island,,VICA,https://maps.google.ca/?q=Biamar+Building+Systems%0A430+Owens+Road%0AVictoria%2C+BC+V9C+2B9%0ACanada,"430 Owens Road, Victoria, BC V9C 2B9",BC,
Bickford Enterprises Ltd.,,(250) 652-2309,Civil Contractor,South Island,,VICA,https://maps.google.ca/?q=Bickford+Enterprises+Ltd.%0A7969+Wallace+Dr.%0ASaanichton%2C+BC+V8M+1L4%0ACanada,"7969 Wallace Dr., Saanichton, BC V8M 1L4",BC,
BigSteelBox,,(778) 744-0422,Manufacturer & Supplier,North Island,,VICA,https://maps.google.ca/?q=BigSteelBox%0A%231000+-+1631+Dickson+Avenue%0AKelowna%2C+BC+V1Y+0B5%0ACanada,"#1000 - 1631 Dickson Avenue, Kelowna, BC V1Y 0B5",BC,
Bird Construction Group,,(604) 271-4600,General Contractor,North Island,,VICA,https://www.bird.ca,"#300 - 13777 Commerce Parkway, Richmond, BC V6V 2X3",BC,
Black & McDonald Limited,,(604) 301-1071,General Contractor,North Island,,VICA,https://blackandmcdonald.com/,"1331 Clark Drive, Vancouver, BC V5L 3K9",BC,
Blackbird Collective Inc.,,(778) 232-1248,Trade Contractor,North Island,,VICA,https://blackbirdcollective.ca,"1420 Hampshire Road, Victoria, BC V8S 4T5",BC,
Blue Anvil Labour Leasing Services,,(250) 382-3113,Manufacturer & Supplier,South Island,,VICA,https://www.blueanvil.ca/,"2022 Douglas Street, Victoria, BC V8T 4L1",BC,
Bluewater Wall Systems Inc.,,(250) 329-5214,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Bluewater+Wall+Systems+Inc.%0A3419+Happy+Valley+Road%0AVictoria%2C+BC+V9C+2X9%0ACanada,"3419 Happy Valley Road, Victoria, BC V9C 2X9",BC,
BOXX Modular LP,,(250) 722-2203,Manufacturer & Supplier,Mid Island,,VICA,https://www.boxxmodular.ca/,"975 Jackson Rd., Nanaimo, BC V9X 1J2",BC,
Brenric Construction Ltd.,,(250) 382-3505,General Contractor,South Island,,VICA,http://www.brenric.ca/,"471 John Street, Victoria, BC V8T 5H1",BC,
British Columbia Ferry Services Inc.,,(250) 978-1140,Public Owner Agency,Off Island,,VICA,https://www.bcferries.com/,"500-1321 Blanshard St, Victoria, BC V8W 0B7",BC,
Brytar Contracting,,(250) 661-8563,General Contractor,South Island,,VICA,https://brytarcontracting.com/,"1616 Millstream Road, Victoria, BC V9B 0J8",BC,
BTY Group,,(250) 999-1732,Professional,North Island,,VICA,https://www.bty.com/,"2031 Store Street, Victoria, BC V8T 5L9",BC,
Built Contracting Ltd.,,(250) 951-0260,General Contractor,Mid Island,,VICA,https://builtcontracting.com/,"9 - 994 Errington Rd, PO Box 278, Parksville, BC V9P 2G4",BC,
Business Development Bank of Canada (BDC),,(250) 390-5763,Associate,Mid Island,,VICA,https://www.bdc.ca/en,"Suite 500 - 6581 Aulds Road, Nanaimo, BC V9T 6J6",BC,
Camosun College,,(250) 370-3802,Public Owner Agency,South Island,,VICA,https://camosun.ca/,"4461 Interurban Road, Victoria, BC V9E 2C1",BC,
Campbell River & District Chamber of Commerce,,(250) 287-4636,General Contractor,North Island,,VICA,https://campbellriverchamber.ca/,"Campbell River, BC V9W 2P6, Canada",BC,
Cancor Cutting & Coring Ltd.,,(250) 752-1287,Trade Contractor,Mid Island,,VICA,https://www.cancorgroup.com/,"Errington, BC V0R 1V0, Canada",BC,
Canpro Construction Ltd.,,(250) 475-0975,General Contractor,South Island,,VICA,https://canproconstruction.com/,"555 Dupplin Road, Victoria, BC V8Z 1C2",BC,
CanWest Mechanical Inc.,,(250) 871-2204,Trade Contractor,North Island,,VICA,https://canwestmechanical.com/,"390 Station Road, Fanny Bay, BC V0R 1W0",BC,
Capital City Paving Ltd.,,(250) 652-3626,Trade Contractor,South Island,,VICA,https://capitalcitypaving.com/,"840 Industrial Way, Victoria, BC V9B 6E2",BC,
Capital Region Housing Corporation (CRHC),,(250) 388-6422,Public Owner Agency,South Island,,VICA,https://maps.google.ca/?q=Capital+Region+Housing+Corporation+%28CRHC%29%0A631+Fisgard+Street%0AVictoria%2C+BC+V8W1R7%0ACanada,"631 Fisgard Street, Victoria, BC V8W1R7",BC,
Cascadia West Contracting Ltd.,,(250) 883-1543,General Contractor,South Island,,VICA,https://cascadiawest.ca/,"4055 Ebony Place, Victoria, BC V8N 3Z1",BC,
Casman Projects (BC),,(250) 652-2950,General Contractor,South Island,,VICA,https://casman.ca/,"3378 Tennyson Avenue, Victoria, BC V8Z 3P6",BC,
CBRE Global Workplace Solutions,,(250) 386-0000,Associate,Off Island,,VICA,https://www.cbre.ca/en/real-estate-services/business-lines/global-workplace-solutions,"CBRE Project Team, Care of Brett Tennant",BC,
CCM Construction Ltd.,,(250) 655-5087,General Contractor,South Island,,VICA,http://www.ccmconstruction.net/,"Unit 14 - 2075 Henry Ave W, Sidney, BC V8L 1T2",BC,
Centra Windows Inc.,,(250) 412-2525,Manufacturer & Supplier,Off Island,,VICA,https://www.centrawindows.com/victoria,"865 Van Isle Way, Victoria, BC V9B 5R8",BC,
Central Glass (Duncan) Ltd.,,(250) 748-2575,Trade Contractor,North Island,,VICA,https://www.centralglass.ca/,"2856 Roberts Road, Duncan, BC V9L 6W3",BC,
Century Group Inc. Constructors,,(250) 727-6560,General Contractor,South Island,,VICA,https://cgigc.com/,"590 Beaver Lake Road, Victoria, BC V9E 2J7",BC,
Chandos Construction,,(778) 372-6940,General Contractor,North Island,,VICA,https://www.chandos.com/,"Unit 500 - 4180 Lougheed Hwy, Burnaby, BC V5C 6A7",BC,
Chew Excavating,,(250) 386-7586,General Contractor,South Island,,VICA,https://ralmax.com/,"575 Gorge Road East, Victoria, BC V8T 2W5",BC,
Circon Construction Ltd.,,(250) 658-0449,General Contractor,South Island,,VICA,https://maps.google.ca/?q=Circon+Construction+Ltd.%0A786+Patrick+Place%0AVictoria%2C+BC+V8Y+2Z3%0ACanada,"786 Patrick Place, Victoria, BC V8Y 2Z3",BC,
City of Langford,,(250) 478-7882,Public Owner Agency,South Island,,VICA,https://www.langford.ca/,"2nd Floor, 877 Goldstream Avenue, Langford, BC V9B 2X8",BC,
City Of Nanaimo - City Supply Chain Management,,(250) 756-5317,Public Owner Agency,Mid Island,,VICA,https://www.nanaimo.ca/,"City Supply Chain Management, 2020 Labieux Road",BC,
Civic Legal LLP,,(604) 639-3639,Professional,Off Island,,VICA,http://civiclegal.ca/,"710 - 900 West Hastings, Vancouver, BC V6C 1E5",BC,
Clark & Pattison (BC) Ltd.,,(250) 386-5232,Trade Contractor,South Island,,VICA,http://www.clarkandpattison.com/,"#6 - 929 Ellery Street, Victoria, BC V9A 4R9",BC,
Clemco Mechanical (2010) Ltd.,,(250) 361-9996,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Clemco+Mechanical+%282010%29+Ltd.%0APO+Box+213%0ASaanichton%2C+BC+V8M+2C3%0ACanada,"PO Box 213, Saanichton, BC V8M 2C3",BC,
Clyde Snobelen Landscaping Ltd.,,(250) 652-9984,Trade Contractor,South Island,,VICA,http://csll.ca/,"Box 154, Brentwood Bay, BC V8M 1R3",BC,
Coast Capital Investment Management,,(250) 483-7000,Associate,South Island,,VICA,https://www.coastcapitalsavings.com/contact/find-a-branch?show=branchDetail&branch_id=br15_thebaycentre,"Unit 212 - 1150 Douglas Street, Victoria, BC V8W 3M9",BC,
Coast Strata Services Ltd,,(250) 686-8503,Associate,South Island,,VICA,https://maps.google.ca/?q=Coast+Strata+Services+Ltd%0A1131+Lyall+Street%0AEsquimalt%2C+BC+V9A+5G5%0ACanada,"1131 Lyall Street, Esquimalt, BC V9A 5G5",BC,
Coast-View Technical Services Ltd.,,(250) 739-4159,Trade Contractor,North Island,,VICA,https://coastviewtech.com/,"1409 Seaview Road, Black Creek, BC V9J 1J7",BC,
Coastal Community Credit Union,,(250) 729-2569,Associate,Mid Island,,VICA,https://www.cccu.ca/,"#111 - 59 Wharf Street, Nanaimo, BC V9T 3M6",BC,
Coastal Pacific Mechanical Ltd.,,(250) 465-0307,Trade Contractor,North Island,,VICA,https://maps.google.ca/?q=Coastal+Pacific+Mechanical+Ltd.%0A%2315+-+640+Anderton+Road%0AComox%2C+BC+V9M+2J3%0ACanada,"#15 - 640 Anderton Road, Comox, BC V9M 2J3",BC,
Coastline Fire Protection Inc.,,(250) 929-3939,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Coastline+Fire+Protection+Inc.%0A1860+Malta+Road%0AShawnigan+Lake%2C+BC+V0R+2W1%0ACanada,"1860 Malta Road, Shawnigan Lake, BC V0R 2W1",BC,
Colecon Contracting Ltd.,,(778) 268-0464,Civil Contractor,North Island,,VICA,https://maps.google.ca/?q=Colecon+Contracting+Ltd.%0A5365+Basinview+Heights%0ASooke%2C+BC+V9Z+1K4%0ACanada,"5365 Basinview Heights, Sooke, BC V9Z 1K4",BC,
Colonial Countertops Ltd. - Courtenay,,(250) 383-1926,Trade Contractor,North Island,,VICA,https://colonialcountertops.com/,"#1 - 2989 Kilpatrick Avenue, Courtenay, BC V9N 8P1",BC,
Columbia Fuels/Chevron,,(250) 830-7081,Associate,South Island,,VICA,https://www.columbiafuels.com/,"1525 16 Avenue, Campbell River, BC V9W 8E4",BC,
"Commissionaires - Victoria, The Islands and Yukon",,(250) 727-7755,Associate,South Island,,VICA,https://commissionaires.ca/en/,"928 Cloverdale Ave, Victoria, BC V8X 2T3",BC,
Comox Valley Chamber of Commerce,,(250) 334-3234,General Contractor,North Island,,VICA,https://www.comoxvalleychamber.com/,"2040 Cliffe Avenue, Courtenay, BC V9N 2L3",BC,
Complete Carpentry Services Ltd.,,(250) 793-0636,General Contractor,North Island,,VICA,https://www.completeltd.ca/,"560 Doreen Place, Nanaimo, BC V9T 4S1",BC,
Concretionz ICF,,(250) 252-8644,Trade Contractor,North Island,,VICA,https://www.concretionz.ca/,"PO Box 397, Duncan, BC V9L 3X5",BC,
Connect Hearing,,(250) 413-2141,Associate,South Island,,VICA,https://www.connecthearing.ca/,"#301 - 1007 Langley Street, Victoria, BC V8W 1V7",BC,
Construction Drilling Inc.,,(250) 746-4408,Trade Contractor,Mid Island,,VICA,https://maps.google.ca/?q=Construction+Drilling+Inc.%0A2958+Boys+Road%0ADuncan%2C+BC+V9L+6W4%0ACanada,"2958 Boys Road, Duncan, BC V9L 6W4",BC,
ConstructionU Training Inc.,,(604) 807-3899,Professional,Off Island,,VICA,https://constructionU.ca,"32853 Ashley Way, Abbotsford , BC V2S5W3",BC,
Convoy Supply Ltd.,,(250) 474-5733,Manufacturer & Supplier,South Island,,VICA,https://www.convoy-supply.com/,"2948 Ed Nixon Terrace, Victoria, BC V9B 0B2",BC,
Copcan Civil LP,,(250) 754-7260,Civil Contractor,North Island,,VICA,https://www.copcan.ca/,"1920 Balsam Road, Nanaimo, BC V9X 1T5",BC,
Cornerstone Tile (2009) Ltd.,,(250) 756-9996,Trade Contractor,North Island,,VICA,https://cornerstone-tile.ca/,"3061 Barons Road, Nanaimo, BC V9T 3Y6",BC,
Corporation of the District of Oak Bay,,(250) 598-3311,Associate,South Island,,VICA,https://www.oakbay.ca/,"2167 Oak Bay Ave, Victoria, BC V8R 1G2",BC,
Corporation of the District of Saanich,,(250) 475-5494,Public Owner Agency,South Island,,VICA,https://www.saanich.ca/,"2nd Floor, 770 Vernon Avenue, Victoria, BC V8X 2W7",BC,
Correcta Construction Group Ltd.,,(250) 889-5946,General Contractor,South Island,,VICA,https://maps.google.ca/?q=Correcta+Construction+Group+Ltd.%0A3925+Blenkinsop+Road%0AVictoria%2C+BC+V8P+3P4%0ACanada,"3925 Blenkinsop Road, Victoria, BC V8P 3P4",BC,
Cougar Pacific Systems Corp.,,(250) 360-2128,Trade Contractor,South Island,,VICA,https://cougar-pacific.com/,"682 Sumas Street, Victoria, BC V8T 4S6",BC,
Cowichan Valley Regional District,,(250) 746-2500,Public Owner Agency,Mid Island,,VICA,https://cvrd.ca/,"175 Ingram Street, Duncan, BC V9L 1N8",BC,
Creative Concepts Construction Inc.,,(250) 585-0480,General Contractor,Mid Island,,VICA,https://ccconstructioninc.ca/,"5261 Metral Drive, Nanaimo, BC V9T 2K7",BC,
Current Millwork Ltd.,,(250) 954-1691,Trade Contractor,Mid Island,,VICA,https://www.currentmillwork.com/,"101-1120 Industrial Way, Parksville, BC V9P 2W8",BC,
D.L. Bins Ltd.,,(250) 544-3103,Associate,North Island,,VICA,https://dlbins.ca/?utm_source=google&utm_medium=local&utm_campaign=gbp_listing,"6588 Bryn Road, Saanichton, BC V8M 1X6",BC,
Dakota Ridge Builders,,(604) 886-4279,General Contractor,North Island,,VICA,https://www.dakotaridgebuilders.com/,"2230 Twin Creeks Road, Gibsons, BC V0N 1V6",BC,
Dalcon Construction (2001) Ltd.,,(250) 743-1449,Trade Contractor,South Island,,VICA,https://dalcon.org/,"Unit B - 1486 Fisher Rd, Cobble Hill, BC V8H 4A3",BC,
Danson Mechanical Systems Inc.,,(250) 929-2221,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Danson+Mechanical+Systems+Inc.%0APO+Box+158%0AMill+Bay%2C+BC+V0R+2P0%0ACanada,"PO Box 158, Mill Bay, BC V0R 2P0",BC,
Dave McDonald Electric Ltd.,,(250) 474-3234,Trade Contractor,Mid Island,,VICA,https://www.mcdonaldelectric.ca/,"4118 Sooke Road, Victoria, BC V9C 4B8",BC,
Dawson Wallace Construction Ltd.,,(250) 299-1793,General Contractor,Off Island,,VICA,https://dawsonwallace.com/,"4611 Eleniak Road, Edmonton, AB T6B 2N1",BC,
Daxtech IT Solutions,,(250) 380-0377,Associate,North Island,,VICA,https://daxtech.ca/,"#206 - 611 Brookside Road, Victoria, BC V9C 0C3",BC,
Del Communications Inc,,(204) 667-0376,Associate,Off Island,,VICA,http://delcommunications.com/,"300- 6 Roslyn Rd, Winnipeg, MB R3L 0G5",BC,
Denford Construction Management,,(250) 385-1505,Construction Manager,South Island,,VICA,https://www.berwickretirement.com,"1162 Fort Street, Victoria, BC V8V 3K8",BC,
Depend-A-Dor Repairs & Installation Ltd.,,(250) 383-4225,Manufacturer & Supplier,South Island,,VICA,https://www.depend-a-dor.ca/,"#19 - 831 Devonshire Road, Victoria, BC V9A 4T5",BC,
Desco Contracting Ltd.,,(250) 619-3405,Manufacturer & Supplier,North Island,,VICA,https://maps.google.ca/?q=Desco+Contracting+Ltd.%0A540+Greenbriar+Place%0ANanaimo%2C+BC+V9T+4C9%0ACanada,"540 Greenbriar Place, Nanaimo, BC V9T 4C9",BC,
District of North Cowichan,,(250) 746-3100,Public Owner Agency,Mid Island,,VICA,https://www.northcowichan.ca/,"7030 Trans Canada Hwy, North Cowichan, BC V9L6A1",BC,
Doka Canada Ltd/Ltee,,(403) 243-6629,Manufacturer & Supplier,Off Island,,VICA,https://www.doka.com/,"9924 River Road, Delta, BC V4G 1V5",BC,
Domingo & Company Construction Ltd.,,(250) 896-5525,General Contractor,South Island,,VICA,http://www.domingoandco.com/,"2324 Middown Road, Victoria, BC V8R 3K5",BC,
Don Mann Excavating Ltd.,,(250) 479-8283,Civil Contractor,South Island,,VICA,https://donmann.com/,"4098 Lochside Dr, Victoria, BC V8X 2C8",BC,
Draycor Construction Ltd.,,(250) 743-9077,Civil Contractor,South Island,,VICA,https://www.draycor.ca/,"PO Box 28055, Victoria, BC V9B 6K8",BC,
DRIVING FORCE Vehicle Rentals,,(778) 312-0606,Associate,North Island,,VICA,https://drivingforce.ca/,"690 Island Hwy, Parksville, BC V9P 1T8",BC,
Dryco Systems Inc.,,(250) 746-6251,Trade Contractor,Mid Island,,VICA,http://www.drycosystems.ca/,"4775 Trans Canada Hwy, Duncan, BC V9L 6L3",BC,
Durwest Construction Management Inc.,,(250) 881-7878,Construction Manager,South Island,,VICA,https://durwest.com/,"401 - 655 Tyee Road, Victoria, BC V9A 6X5",BC,
Eastpoint Engineering Ltd,,(902) 422-2000,Professional,North Island,,VICA,https://eastpoint.ca,"Suite 1500 - 1801 Hollis Street, Halifax, NS B3J 3N4",BC,
ECCO Supply,,(250) 361-3395,Manufacturer & Supplier,South Island,,VICA,https://eccosupply.ca/,"Unit A9, 555 Ardersier Road, Victoria, BC V8Z 1C8",BC,
Echelon Creative Inc.,,(250) 758-9436,General Contractor,Mid Island,,VICA,https://theecgroup.ca/,"1985 South Wellington Rd., Nanaimo, BC V9X 1R4",BC,
Edda Creative Ltd.,,(250) 590-9936,General Contractor,North Island,,VICA,https://edda.ca,"417A Hillside Avenue, Victoria, BC V8T 1Y6",BC,
Edgar and Miner Floor Coverings,,(250) 388-6208,Trade Contractor,South Island,,VICA,https://edgarandminer.ca/,"2508 Bridge Street, Victoria, BC V8T 5H3",BC,
Edgett Excavating Ltd.,,(250) 339-6100,Civil Contractor,North Island,,VICA,https://edgettexcavating.ca/,"PO Box 737 - #2, 3132 Grant Road, Cumberland PO, BC V0R 1S0",BC,
EH Price Limited,,(250) 475-1500,Manufacturer & Supplier,South Island,,VICA,http://www.ehpricevictoria.com/,"475 Tennyson Place, Victoria, BC V8Z 6S8",BC,
EllisDon Corporation,,(604) 247-1072,General Contractor,Off Island,,VICA,https://www.ellisdon.com/,"#350 - 13775 Commerce Parkway, Richmond, BC V6V 2V4",BC,
EMCO Corporation - Langford,,(709) 351-7489,Manufacturer & Supplier,North Island,,VICA,https://emco.ca/,"3050 Leigh Road, Victoria, BC V9B 4Z7",BC,
Empress Painting Ltd.,,(250) 383-5224,Trade Contractor,South Island,,VICA,http://empresspainting.com/,"863 Viewfield Rd, Victoria, BC V9A 4V2",BC,
Erb Technical Contracting Ltd.,,(250) 665-7636,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Erb+Technical+Contracting+Ltd.%0A%23111+-+1753+Sean+Height%0ASaanichton%2C+BC+V8M+0B3%0ACanada,"#111 - 1753 Sean Height, Saanichton, BC V8M 0B3",BC,
Erickson Roofing Ltd.,,(250) 758-5440,Trade Contractor,Mid Island,,VICA,https://ericksonroofing.com/,"#7 - 4151 Mostar Road, Nanaimo, BC V9T 6A6",BC,
Evergreen Hospitality Group,,(778) 989-0409,Associate,North Island,,VICA,https://www.evergreenhospitalitygroup.com/,"123 Gorge Road East, Victoria, BC V9A 1L1",BC,
Evolv Modular / Knightway Developments Ltd.,,(250) 754-3925,Manufacturer & Supplier,North Island,,VICA,https://evolvmodular.ca/,"3910 Drinkwater Road, Duncan, BC V9L 6K9",BC,
Exact Detailing Ltd.,,(250) 590-5244,Project Manager,South Island,,VICA,https://exactdetailing.com/steeldetailing/,"212-1001 Cloverdale Ave, Victoria, BC V8X 4C9",BC,
Excel Contracting Ltd.,,(250) 733-2414,Civil Contractor,South Island,,VICA,https://maps.google.ca/?q=Excel+Contracting+Ltd.%0A4720+Goldstream+Heights+Drive%0AShawnigan+Lake%2C+BC+V8H+2J1%0ACanada,"4720 Goldstream Heights Drive, Shawnigan Lake, BC V8H 2J1",BC,
Falcon Heights Contracting,,(250) 818-6466,General Contractor,North Island,,VICA,https://maps.google.ca/?q=Falcon+Heights+Contracting%0A1725+Falcon+Heights+Road%0AVictoria%2C+BC+V9B+6H7%0ACanada,"1725 Falcon Heights Road, Victoria, BC V9B 6H7",BC,
Fallingwater Property Services Inc.,,(778) 679-6822,Trade Contractor,South Island,,VICA,https://www.fallingwaterlandscapes.com/,"#301 - 1321 Blanshard Street, Victoria, BC V8W 0B6",BC,
Farmer Construction Ltd.,,(250) 388-5121,General Contractor,South Island,,VICA,https://farmer-ltd.com/,"360 Harbour Road, Victoria, BC V9A 3S1",BC,
Fineline Road Marking Ltd.,,(778) 265-3184,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Fineline+Road+Marking+Ltd.%0A535+Dupplin+Road%0AVictoria%2C+BC+V1Z+1C2%0ACanada,"535 Dupplin Road, Victoria, BC V1Z 1C2",BC,
First General Services of Vancouver Island,,(778) 441-3123,Trade Contractor,Mid Island,,VICA,https://maps.google.ca/?q=First+General+Services+of+Vancouver+Island%0AUnit+A%2C+1013+Old+Victoria+Road%0ANanaimo%2C+BC+V9R+6Z8%0ACanada,"Unit A, 1013 Old Victoria Road, Nanaimo, BC V9R 6Z8",BC,
Five Star Paving Co. Ltd.,,(250) 544-4994,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Five+Star+Paving+Co.+Ltd.%0A%231+-+6654+Butler+Cresc.%0ASaanichton%2C+BC+V8M+2G8%0ACanada,"#1 - 6654 Butler Cresc., Saanichton, BC V8M 2G8",BC,
Flotech Mechanical System Specialists (2004) Ltd.,,(250) 475-3719,Trade Contractor,South Island,,VICA,https://maps.google.ca/?q=Flotech+Mechanical+System+Specialists+%282004%29+Ltd.%0AB+-+578+John+St%0AVictoria%2C+BC+V8T+1T6%0ACanada,"B - 578 John St, Victoria, BC V8T 1T6",BC,
Flying Hammers Construction,,(250) 514-7409,General Contractor,South Island,,VICA,https://maps.google.ca/?q=Flying+Hammers+Construction%0A636+Windman+Court%0AVictoria%2C+BC+V9B+6N4%0ACanada,"636 Windman Court, Victoria, BC V9B 6N4",BC,
Flynn Canada Ltd.,,(250) 652-0599,Trade Contractor,South Island,,VICA,https://flynncompanies.com/,"#1 -  6836 Kirkpatrick Cres., Saanichton, BC V8M 1Z9",BC,
FortisBC,,(250) 755-9957,Public Owner Agency,Off Island,,VICA,https://maps.google.ca/?q=FortisBC%0A16705+Fraser+Highway%0ASurrey%2C+BC+V4N0E8%0ACanada,"16705 Fraser Highway, Surrey, BC V4N0E8",BC,
