company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
Jac Electrical,jac-electrical.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.167,tier3,Electrical Contractor,Amherstburg,ON
Shaw Electrical Solutions Ltd,shaw-electrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.091,tier3,Electrical Contractor,Palmerston,ON
TR Electric Inc,tr-electric.com,compliance_abuse@webnic.cc,Web Commerce Communications Limited dba WebNic.cc,0.213,tier3,Electrical Contractor,St Catharines,ON
Beacon Electric Inc,beaconelectric.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.385,tier3,Electrical Contractor,Camlachie,ON
Titan Electric,titanelectric.com,abuse@dynadot.com,Dynadot Inc,0.095,tier3,Electrical Contractor,Redbridge,ON
Rg Electric,rg-electric.com,DomainAbuse@service.aliyun.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0.19,tier3,Electrical Contractor,Whitby,ON
Dragon Electric Inc,dragon-electric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.188,tier3,Electrical Contractor,Ancaster,ON
Electrical Installation,electrical-installation.com,abuse@nameshield.net,Nameshield SAS,0.216,tier3,Electrical Contractor,Hamilton,ON
Milan's Contracting Services Inc,milans.com,abuse-contact@sav.com,"Sav.com, LLC",0.167,tier3,Electrical Contractor,East Gwillbury,ON
I.D. Electric Inc,id-electric.com,domain-abuse@wix.com,Wix.com Ltd.,0.235,tier3,Electrical Contractor,Fergus,ON
Barker Electric,barkerelectric.com,domain.operations@web.com,Annulet LLC,0.364,tier3,Electrical Contractor,Corbyville,ON
Fabtech Mechanical Inc,fabtechmechanical.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.214,tier3,Electrical Contractor,Cambridge,ON
Sunrise Electric Inc,sunrise-electric.com,DomainAbuse@service.aliyun.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0.17,tier3,Electrical Contractor,Toronto,ON
Rm Services,rm.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.174,tier3,Electrical Contractor,Rockland,ON
Intel Electrical Services Ltd,intelelectrical.com,abuse@namecheap.com,"NameCheap, Inc.",0.32,tier3,Electrical Contractor,Rockwood,ON
Bfe Electrical Services,bfeelectrical.com,abuse@ionos.com,IONOS SE,0.091,tier3,Electrical Contractor,Perth,ON
Northwood Electric Ltd,northwood-electric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.062,tier3,Electrical Contractor,Grand Valley,ON
Pdi Electric,pdielectric.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.182,tier3,Electrical Contractor,Cornwall,ON
Msl Enterprise,msl.com,abuse@dynadot.com,Dynadot Inc,0.0,tier3,Electrical Contractor,Bradford,ON
Industry Electric,industry-electric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.146,tier3,Electrical Contractor,Orangeville,ON
Light Electric Contracting Inc.,light-electric.com,abuse@beget.com,Beget LLC,0.211,tier3,Electrical Contractor,Toronto,ON
Ranieri Electrical,ranierielectrical.com,abuse-complaints@squarespace.com,Squarespace Domains LLC,0.162,tier3,Electrical Contractor,Ottawa,ON
H & H Electric Corporation Ltd,hhelectric.com,abuse@spaceship.com,"Spaceship, Inc.",0.19,tier3,Electrical Contractor,Thornhill,ON
Ulectric Inc.,ulectric.com,abuse@namesilo.com,"NameSilo, LLC",0.125,tier3,Electrical Contractor,Kitchener,ON
Cd Plus Services Inc,cd-plus.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.121,tier3,Electrical Contractor,Brampton,ON
Bingham Controls Ltd,binghamcontrols.com,abuse@bluehost.com,Bluehost Inc.,0.333,tier3,Electrical Contractor,Oshawa,ON
Dgr Electrical Contracting Inc,dgrelectrical.com,domain-abuse@wix.com,Wix.com Ltd.,0.1,tier3,Electrical Contractor,Beeton,ON
Electro Stars Inc.,electrostars.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.222,tier3,Electrical Contractor,Hamilton,ON
Evergreen Electrical Inc.,evergreenelectrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.148,tier3,Electrical Contractor,Whitby,ON
Artvesta Inc,artvesta.com,abuse@inames.co.kr,"Inames Co., Ltd.",0.429,tier3,Electrical Contractor,Thornhill,ON
Jjnm Services Inc,jjnm.com,abuse@ename.com,"eName Technology Co., Ltd.",0.2,tier3,Electrical Contractor,Grand Bend,ON
C.M.S. Electrical Group Ltd,cmselectrical.com,abuse@web.com,"Indirection Identity, LLC",0.235,tier3,Electrical Contractor,Richmond Hill,ON
Campbell Electric,campbell-electric.com,abuse@enom.com,"eNom, LLC",0.095,tier3,Electrical Contractor,Battersea,ON
Eric Hunter,eric-hunter.com,abuse@ovh.net,OVH sas,0.111,tier3,Electrical Contractor,Kitchener,ON
Stone Electric,stone-electric.com,complaint@gname.com,Gname.com Pte. Ltd.,0.308,tier3,Electrical Contractor,Lindsay,ON
Pole Electric Inc,poleelectric.com,abuse@joker.com,CSL Computer Service Langenbach GmbH d/b/a joker.com,0.148,tier3,Electrical Contractor,Richmond Hill,ON
Acsa Electric,acsaelectric.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.292,tier3,Electrical Contractor,North York,ON
Star Con,starcon.com,abuse@webnames.ca,Webnames.ca Inc.,0.222,tier3,Electrical Contractor,Toronto,ON
Yilong Electric Ltd,yilongelectric.com,dnsabuse@tencent.com,"DNSPod, Inc.",0.095,tier3,Electrical Contractor,Aurora,ON
NJ Electrical Inc.,nj-electrical.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.067,tier3,Electrical Contractor,Lincoln,ON
Sims Electric,simselectric.com,domain.operations@web.com,"Register.com - Network Solutions, LLC",0.353,tier3,Electrical Contractor,Bowmanville,ON
Robot Electrical Services,robotelectrical.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.286,tier3,Electrical Contractor,Toronto,ON
Capson Electric,capsonelectric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.16,tier3,Electrical Contractor,Huntsville,ON
Bremner Electric,bremnerelectric.com,abuse@namesilo.com,"NameSilo, LLC",0.167,tier3,Electrical Contractor,Loring,ON
East End Electric,eastendelectric.com,tld-abuse@hostopia.com,Hostopia Canada Corp,0.312,tier3,Electrical Contractor,Toronto,ON
Stellar Electrical Ltd,stellar-electrical.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.25,tier3,Electrical Contractor,Windsor,ON
Kestrel Electric Company,kestrelelectric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.2,tier3,Electrical Contractor,St Thomas,ON
Atlas Ontario Electric Ltd.,atlasontarioelectric.com,domain-abuse@wix.com,Wix.com Ltd.,0.071,tier3,Electrical Contractor,Vaughan,ON
Golden Triangle Electric Ltd,goldentriangleelectric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.417,tier3,Electrical Contractor,Kitchener,ON
Mavric Electric Incorporated,mavricelectric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.188,tier3,Electrical Contractor,Ancaster,ON
Empower Electrical Ltd,empowerelectrical.com,abuse@namecheap.com,"NameCheap, Inc.",0.296,tier3,Electrical Contractor,Kitchener,ON
Epass Consulting Ltd,epass.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.125,tier3,Electrical Contractor,North York,ON
Prime Automation Inc,prime-automation.com,abuse@regery.com,DEVEXPANSE LTD d/b/a Regery.com,0.3,tier3,Electrical Contractor,Waterloo,ON
Complete Electrical Solutions,complete-electrical.com,abuse@enom.com,"eNom, LLC",0.174,tier3,Electrical Contractor,London,ON
I.A.M Electrical Services Inc,iamelectrical.com,abuse@netistrar.com,Netistrar Limited,0.348,tier3,Electrical Contractor,Ajax,ON
Old School Electric Services,oldschoolelectric.com,abuse@123-reg.co.uk,123-Reg Limited,0.077,tier3,Electrical Contractor,Oxford Mills,ON
Clearwater Electric,clearwater-electric.com,domainabuse@automattic.com,Automattic Inc.,0.414,tier3,Electrical Contractor,Port Sydney,ON
Dunbar Electric Inc,dunbarelectric.com,domain-abuse@dreamhost.com,"DreamHost, LLC",0.25,tier3,Electrical Contractor,Kitchener,ON
Coopson Group Inc,coopson.com,abuse@ionos.com,IONOS SE,0.267,tier3,Electrical Contractor,Portland,ON
Levy Electrical Services Inc,levyelectrical.com,abuse@dynadot.com,Dynadot Inc,0.182,tier3,Electrical Contractor,Embro,ON
Westcon Service,westcon.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.286,tier3,Electrical Contractor,Grimsby,ON
Dot Electrical Services,dotelectrical.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.182,tier3,Electrical Contractor,Newcastle,ON
Ro Electric,roelectric.com,abuse@joker.com,CSL Computer Service Langenbach GmbH d/b/a joker.com,0.154,tier3,Electrical Contractor,Mississauga,ON
Alectra Utilities Corp,alectrautilities.com,abuse@authenticweb.com,Authentic Web Inc.,0.4,tier3,Electrical Contractor,Guelph,ON
Glectric Inc.,glectric.com,abuse@ename.com,"eName Technology Co., Ltd.",0.167,tier3,Electrical Contractor,Bradford,ON
Lloyd'S Electric Company Limited,lloydselectric.com,domain.operations@web.com,"Network Solutions, LLC",0.182,tier3,Electrical Contractor,Woodstock,ON
Superior Power Electric Ltd.,superiorpowerelectric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.121,tier3,Electrical Contractor,Brampton,ON
Valor Electric Inc,valor-electric.com,abuse@namecheap.com,"NameCheap, Inc.",0.261,tier3,Electrical Contractor,Hamilton,ON
Bnc Electric Inc,bncelectric.com,abuse@ionos.com,IONOS SE,0.3,tier3,Electrical Contractor,Mississauga,ON
Ko-Electric Inc,ko-electric.com,abuse@enom.com,"eNom, LLC",0.133,tier3,Electrical Contractor,Mississauga,ON
Phase Five Electric,phasefiveelectric.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.341,tier3,Electrical Contractor,Beachville,ON
Aux Group Inc.,aux.com,abuse@name.com,"Name.com, Inc.",0.2,tier3,Electrical Contractor,Richmond Hill,ON
Crescent Ridge Services,crescent-ridge.com,abuse@ait.com,"Advanced Internet Technologies, Inc. (AIT)",0.208,tier3,Electrical Contractor,New Hamburg,ON
Daves Electric,daveselectric.com,abuse@moniker.com,Moniker Online Services LLC,0.214,tier3,Electrical Contractor,Baden,ON
Finesse Electric Inc,finesse-electric.com,abuse@porkbun.com,Porkbun LLC,0.087,tier3,Electrical Contractor,York,ON
A.F. Electric,afelectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.27,tier3,Electrical Contractor,Welland,ON
Mv Electric Inc.,mvelectric.com,abuse@spaceship.com,"Spaceship, Inc.",0.2,tier3,Electrical Contractor,Schomberg,ON
Grounded Grid Corp,grounded-grid.com,domainabuse@tucows.com,Tucows Domains Inc.,0.148,tier3,Electrical Contractor,Meaford,ON
Poweredge,poweredge.com,abuse@safenames.net,SafeNames Ltd.,0.222,tier3,Electrical Contractor,Etobicoke,ON
Maestro Solutions Technologies Inc,maestro-technologies.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.275,tier3,Electrical Contractor,Mississauga,ON
M&J Electric Inc,mjelectric.com,abuse@gcd.com,"GoDaddy Corporate Domains, LLC",0.111,tier3,Electrical Contractor,Cambridge,ON
Sunshine Electrical Services Inc,sunshineelectrical.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.263,tier3,Electrical Contractor,Paris,ON
Mlc Electric Inc,mlcelectric.com,DomainAbuse@service.aliyun.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0.186,tier3,Electrical Contractor,Innisfil,ON
Mjh Electrical Inc,mjhelectrical.com,domain-abuse@wix.com,Wix.com Ltd.,0.1,tier3,Electrical Contractor,Sault Ste Marie,ON
Lake Home Electric,lakehomeelectric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.343,tier3,Electrical Contractor,Seguin,ON
Ecc Corporation,ecc.com,abuse@dynadot.com,Dynadot Inc,0.0,tier3,Electrical Contractor,Hamilton,ON
Co-Al Electric Inc.,al-electric.com,abuse@united-domains.de,united-domains GmbH,0.194,tier3,Electrical Contractor,Etobicoke,ON
Clear Pathway Solutions Inc,clearpathway.com,abuse@bluehost.com,Bluehost Inc.,0.286,tier3,Electrical Contractor,Hamilton,ON
Steady Electrical Contracting Inc,steadyelectrical.com,abuse@fluccs.com.au,The Namespace Group Pty Ltd,0.176,tier3,Electrical Contractor,Keswick,ON
AMM Electric Inc,ammelectric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.111,tier3,Electrical Contractor,Mississauga,ON
Wps Electric Ltd.,wpselectric.com,abuse@hkdns.hk,West263 International Limited,0.303,tier3,Electrical Contractor,London,ON
Country Electric,countryelectric.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.222,tier3,Electrical Contractor,St George,ON
Neal Electric Ltd,nealelectric.com,icann-abuse-reports@tierra.net,DomainSpot LLC,0.174,tier3,Electrical Contractor,Bracebridge,ON
Khanstruction Ltd,khanstruction.com,abuse@123-reg.co.uk,123-Reg Limited,0.1,tier3,Electrical Contractor,Markham,ON
Omega Electric Services Inc,omega-electric.com,abuse@metaregistrar.com,Metaregistrar BV,0.333,tier3,Electrical Contractor,Arkell,ON
Mattson Group Ltd.,mattson.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.118,tier3,Electrical Contractor,Kingston,ON
Wheeler Electric Inc,wheeler-electric.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.211,tier3,Electrical Contractor,Guelph,ON
Elteck Electric,elteck-electric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.154,tier3,Electrical Contractor,Toronto,ON
Jp Electricals Inc.,jpelectricals.com,domainabuse@tucows.com,Tucows Domains Inc.,0.214,tier3,Electrical Contractor,Brampton,ON
S.B.S. Electric Ltd,sbselectric.com,domain.operations@web.com,"Network Solutions, LLC",0.316,tier3,Electrical Contractor,Mississauga,ON
Jw Electric,jw-electric.com,abuse@namecheap.com,"NameCheap, Inc.",0.2,tier3,Electrical Contractor,Nestor Falls,ON
Coastal Electrical,coastal-electrical.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.286,tier3,Electrical Contractor,Scarborough,ON
Kraner Electrical Ltd,kranerelectrical.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.148,tier3,Electrical Contractor,Guelph,ON
Adam'S Electric Inc.,adamselectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.3,tier3,Electrical Contractor,St Catharines,ON
Vm Electric,vm-electric.com,abuse@west.cn,"Chengdu West Dimension Digital Technology Co., Ltd.",0.192,tier3,Electrical Contractor,Strathroy,ON
Kinetic Electric Services,kineticelectric.com,abuse@enom.com,"eNom, LLC",0.1,tier3,Electrical Contractor,Barrie,ON
Trade Mark Industrial Inc,trademarkindustrial.com,abuse@bluehost.com,Bluehost Inc.,0.207,tier3,Electrical Contractor,Cambridge,ON
422 Electric,422electric.com,domain-abuse@wix.com,Wix.com Ltd.,0.111,tier3,Electrical Contractor,Puslinch,ON
Ryan Hogan,ryanhogan.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.146,tier3,Electrical Contractor,Perth,ON
Large Innovations Inc.,largeinnovations.com,abuse@1api.net,1API GmbH,0.154,tier3,Electrical Contractor,Burlington,ON
Northwest Supply,northwestsupply.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.178,tier3,Electrical Contractor,Sioux Lookout,ON
Springvalley Electric,springvalleyelectric.com,abuse@namesilo.com,"NameSilo, LLC",0.207,tier3,Electrical Contractor,Oro Medonte,ON
Electro Omega,electroomega.com,abuse@gkg.net,"GKG.Net, Inc.",0.211,tier3,Electrical Contractor,Kitchener,ON
Jpi Electrical Limited,jpielectrical.com,abuse@easydns.com,easyDNS Technologies Inc.,0.235,tier3,Electrical Contractor,Stoney Creek,ON
Quattro Electric Ltd.,quattroelectric.com,abuse@webnames.ca,Webnames.ca Inc.,0.231,tier3,Electrical Contractor,Milton,ON
El-Com Electric,el-comelectric.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.24,tier3,Electrical Contractor,Mississauga,ON
B-Power Ltd,b-power.com,abuse@hosting.kr,"Megazone Corp., dba HOSTING.KR",0.24,tier3,Electrical Contractor,Ottawa,ON
Top Choice Electrical (Contracting Inc.),topchoiceelectrical.com,domain-abuse@dreamhost.com,"DreamHost, LLC",0.2,tier3,Electrical Contractor,Sharon,ON
Thomas Electrical Service,thomaselectrical.com,abuse@dynadot.com,Dynadot Inc,0.083,tier3,Electrical Contractor,Caistor Centre,ON
Dale Reid,dalereid.com,abuse@porkbun.com,Porkbun LLC,0.125,tier3,Electrical Contractor,Campbellford,ON
BH Electric Solutions Inc.,bhelectric.com,contact@bizcn.com,"Bizcn.com, Inc.",0.316,tier3,Electrical Contractor,Mississauga,ON
J.D Electric,jd-electric.com,ZYS@GNAME.COM,Gname 147 Inc,0.1,tier3,Electrical Contractor,Trenton,ON
Tc Electrical Contracting,tc-electrical.com,abuse@register.it,Register SPA,0.24,tier3,Electrical Contractor,Bethany,ON
Amped Electric,ampedelectric.com,abuse@name.com,"Name.com, Inc.",0.381,tier3,Electrical Contractor,London,ON
Defina Consulting Inc,defina.com,abuse@ionos.com,IONOS SE,0.143,tier3,Electrical Contractor,Cookstown,ON
Dbr Electric Ltd.,dbrelectric.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.176,tier3,Electrical Contractor,North Gower,ON
Rytech Services Inc.,rytech.com,domain.operations@web.com,"Network Solutions, LLC",0.154,tier3,Electrical Contractor,Markham,ON
New Standard Electrical (Contracting Ltd.),newstandardelectrical.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.242,tier3,Electrical Contractor,Niagara Falls,ON
Rally Electric Inc.,rallyelectric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.143,tier3,Electrical Contractor,Huntsville,ON
Limitless Electrical Contracting,limitless-electrical.com,abuse@namecheap.com,"NameCheap, Inc.",0.276,tier3,Electrical Contractor,Ajax,ON
G1 Electrical Services Inc.,g1electrical.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.267,tier3,Electrical Contractor,Brampton,ON
Cangrid Services Inc.,cangrid.com,support@namebright.com,DropCatch.com 385 LLC,0.174,tier3,Electrical Contractor,Ottawa,ON
Vision Power Services,visionpower.com,abuse@hosting.kr,"Megazone Corp., dba HOSTING.KR",0.333,tier3,Electrical Contractor,Pain Court,ON
G.P. Electrical,gp-electrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.1,tier3,Electrical Contractor,Mississauga,ON
London Power Corporation Inc,london-power.com,abuse@comlaude.com,Nom-iq Ltd. dba COM LAUDE,0.214,tier3,Electrical Contractor,London,ON
Stewart Electric,stewart-electric.com,abuse@ionos.com,IONOS SE,0.167,tier3,Electrical Contractor,Wyoming,ON
Remka Electric,remkaelectric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.211,tier3,Electrical Contractor,Vankleek Hill,ON
Diamond Power Group Ltd.,diamondpower.com,abuse@corehub.net,"COREhub, S.R.L.",0.25,tier3,Electrical Contractor,Lanark,ON
Fowler Construction Company Limited,fowlerconstruction.com,abuse@dynadot.com,Dynadot Inc,0.154,tier3,Electrical Contractor,Bracebridge,ON
Rank Inc,rank.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.24,tier3,Electrical Contractor,Vaughan,ON
Cdk Solar Solutions Inc.,cdksolar.com,abuse@rebel.com,Rebel Ltd,0.143,tier3,Electrical Contractor,Kingston,ON
Power On Electrical Services,poweronelectrical.com,abuse@namesilo.com,"NameSilo, LLC",0.074,tier3,Electrical Contractor,Hamilton,ON
Local Electric,localelectric.com,abuse@enom.com,"eNom, LLC",0.111,tier3,Electrical Contractor,London,ON
Lakeshore Electrical Services Inc.,lakeshoreelectrical.com,abuse@domainpeople.com,"DomainPeople, Inc.",0.312,tier3,Electrical Contractor,Belle River,ON
Mellon Inc,mellon.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.353,tier3,Electrical Contractor,Sarnia,ON
Fed Electrical,fedelectrical.com,abuse@namesrs.com,Name SRS AB,0.32,tier3,Electrical Contractor,Oshawa,ON
The Maule Group Inc,themaule.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.105,tier3,Electrical Contractor,Coldwater,ON
Weber Electric Inc.,weber-electric.com,abuse@ovh.net,OVH sas,0.095,tier3,Electrical Contractor,North York,ON
J & L Electrical Solutions Ltd.,jlelectrical.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.182,tier3,Electrical Contractor,Elora,ON
Meeco Technologies Inc.,meecotechnologies.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.143,tier3,Electrical Contractor,Richmond Hill,ON
Power Group Electrical (Services Inc.),powerelectrical.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.267,tier3,Electrical Contractor,North York,ON
Mallett Electric Ltd,mallettelectric.com,domain.operations@web.com,"Network Solutions, LLC",0.261,tier3,Electrical Contractor,London,ON
Howe Electric Ltd.,howeelectric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.296,tier3,Electrical Contractor,Melbourne,ON
Gateway Electrical Solutions Inc.,gateway-electrical.com,abuse-complaints@squarespace.com,Squarespace Domains LLC,0.27,tier3,Electrical Contractor,North Bay,ON
Jensen Electric Inc.,jensenelectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.293,tier3,Electrical Contractor,Barrie,ON
Xolar Inc.,xolar.com,abuse@above.com,Above.com Pty Ltd.,0.118,tier3,Electrical Contractor,Campbellford,ON
Hybrid Electrical Solutions,hybridelectrical.com,abuse@enom.com,"eNom, LLC",0.095,tier3,Electrical Contractor,Toronto,ON
Nelder Contracting,nelder.com,abuse@register.it,Register SPA,0.333,tier3,Electrical Contractor,New Hamburg,ON
Southpoint Automation Inc,southpointautomation.com,abuse@promopeople.com,"Promo People, Inc.",0.242,tier3,Electrical Contractor,Leamington,ON
All In One Contractors Inc.,all-in-one-contractors.com,abuse@namesrs.com,Name SRS AB,0.303,tier3,Electrical Contractor,Alliston,ON
Roadrunner Electric Ltd,roadrunnerelectric.com,abuse@moniker.com,Moniker Online Services LLC,0.364,tier3,Electrical Contractor,Oshawa,ON
Georgian Bay Homes And Renovations,georgianbayhomesandrenovations.com,abuse@directnic.com,"DNC Holdings, Inc.",0.054,tier3,Electrical Contractor,Midland,ON
Dsd Electric Ltd,dsdelectric.com,abuse@namecheap.com,"NameCheap, Inc.",0.19,tier3,Electrical Contractor,Newmarket,ON
Steady Electric Inc.,steadyelectric.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.353,tier3,Electrical Contractor,Toronto,ON
A.G. Electrical Contracting Inc.,agelectrical.com,abuse@namesilo.com,"NameSilo, LLC",0.286,tier3,Electrical Contractor,North York,ON
Capital Electrical Solutions Inc.,capital-electrical.com,domain-abuse@wix.com,Wix.com Ltd.,0.083,tier3,Electrical Contractor,Rockland,ON
Rick Electrical Inc.,rickelectrical.com,abuse@key-systems.net,Key-Systems GmbH,0.129,tier3,Electrical Contractor,Brampton,ON
Platinum Power,platinumpower.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.2,tier3,Electrical Contractor,Amherstburg,ON
Njp Electrical Services,njpelectrical.com,complaint@gname.com,Gname.com Pte. Ltd.,0.308,tier3,Electrical Contractor,Markham,ON
Citylite Group Inc.,citylite.com,abuse@123-reg.co.uk,123-Reg Limited,0.133,tier3,Electrical Contractor,Scarborough,ON
Grounded Electrical Co,groundedelectrical.com,registry-abuse@nexigen.digital,Synergy Wholesale Accreditations Pty Ltd,0.218,tier3,Electrical Contractor,Buckhorn,ON
Charge N Drive Inc.,charge-n-drive.com,en.complaint@cps-datensysteme.de,CPS-Datensysteme GmbH,0.229,tier3,Electrical Contractor,Mississauga,ON
Ignite Electrical Services,igniteelectrical.com,abuse@dreamscapenetworks.com,Dreamscape Networks International Pte Ltd,0.296,tier3,Electrical Contractor,Mount Forest,ON
Ecogrid Energy Inc.,ecogrid-energy.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.204,tier3,Electrical Contractor,Guelph,ON
H&I Dynamic Contracting Inc.,hidynamic.com,abuse@ename.com,"eName Technology Co., Ltd.",0.308,tier3,Electrical Contractor,Mississauga,ON
Padi Electric Inc,padi-electric.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.216,tier3,Electrical Contractor,Aurora,ON
First Call Electrical,firstcallelectrical.com,abuse@web.com,Domainraker.net LLC,0.171,tier3,Electrical Contractor,Mississauga,ON
Electromec Service Ltd,electromec.com,abuse@dynadot.com,Dynadot Inc,0.118,tier3,Electrical Contractor,Markham,ON
Pro Plus,proplus.com,abuse@bluehost.com,Bluehost Inc.,0.375,tier3,Electrical Contractor,Verner,ON
Hl Electric Ltd,hl-electric.com,DomainAbuse@service.aliyun.com,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),0.109,tier3,Electrical Contractor,Toronto,ON
Berman Electric Inc.,bermanelectric.com,tld-abuse@hostopia.com,Hostopia Canada Corp,0.133,tier3,Electrical Contractor,Campden,ON
Koski Electric,koskielectric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.167,tier3,Electrical Contractor,Thunder Bay,ON
Kcs Electric Inc,kcs-electric.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.235,tier3,Electrical Contractor,Lakeside,ON
Infinite Electrical Solutions Inc.,infiniteelectrical.com,domainabuse@tucows.com,Tucows Domains Inc.,0.121,tier3,Electrical Contractor,Hamilton,ON
Dominion Electric,dominionelectric.com,domain.operations@web.com,"Network Solutions, LLC",0.167,tier3,Electrical Contractor,Ottawa,ON
T&A Electric,taelectric.com,abuse@spaceship.com,"Spaceship, Inc.",0.3,tier3,Electrical Contractor,Timmins,ON
Coutts Ltd.,coutts.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.296,tier3,Electrical Contractor,Severn,ON
Goldgen,goldgen.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.19,tier3,Electrical Contractor,Mount Hope,ON
Vogue Electric Inc.,vogueelectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.35,tier3,Electrical Contractor,St Thomas,ON
G&H Power Electric Inc.,ghpowerelectric.com,abuse@namecheap.com,"NameCheap, Inc.",0.154,tier3,Electrical Contractor,Milton,ON
Lgv Contracting Limited,lgv.com,abuse@inwx.com,INWX GmbH,0.167,tier3,Electrical Contractor,Aurora,ON
Kelarus Ltd.,kelarus.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.105,tier3,Electrical Contractor,Milton,ON
Go Electrical Inc,go-electrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.1,tier3,Electrical Contractor,Stouffville,ON
Power Zone Electrical Services Inc,powerzoneelectrical.com,abuse@ionos.com,IONOS SE,0.207,tier3,Electrical Contractor,Markham,ON
Spectre Electric,spectre-electric.com,abuse@joker.com,CSL Computer Service Langenbach GmbH d/b/a joker.com,0.211,tier3,Electrical Contractor,Wilno,ON
Ground Up Electric,groundupelectric.com,ZYS@GNAME.COM,Gname 095 Inc,0.222,tier3,Electrical Contractor,Orleans,ON
Precision Powerline Ltd,precisionpowerline.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.333,tier3,Electrical Contractor,Owen Sound,ON
